external_ref,status,source,ref,date_time,state,cvv_provided,amount,country,currency,rates
wqWQjLyca7pftg3drjnWH,TRUE,GLOBALPAY,evt_1EF_h4-aO2IqDCwx6m_cJ4M,2019-05-21T00:00:00.000Z,ACCEPTED,FALSE,125338.13,MX,MXN,"{""CAD"":1.365969385136403,""EUR"":0.7233046109208732,""MXN"":25.053179546338217,""USD"":1,""SGD"":1.4683579307353571,""AUD"":1.6258703202006553,""GBP"":0.6715693754685351}"
zb-oIPMPY21y0Lb5FvxOF,TRUE,GLOBALPAY,evt_1Ezm7rbODyDA3GzNTUOJD3h,2019-05-21T04:48:00.000Z,ACCEPTED,FALSE,125697.89,MX,MXN,"{""CAD"":1.365969385136403,""EUR"":0.7233046109208732,""MXN"":25.053179546338217,""USD"":1,""SGD"":1.4683579307353571,""AUD"":1.6258703202006553,""GBP"":0.6715693754685351}"
9ulMjXsCuqyYIz6cNLKlf,TRUE,GLOBALPAY,evt_1Eq0djB8YMkGUp7Eu8X2rR_,2019-05-21T09:36:00.000Z,ACCEPTED,FALSE,126191.53,MX,MXN,"{""CAD"":1.365969385136403,""EUR"":0.7233046109208732,""MXN"":25.053179546338217,""USD"":1,""SGD"":1.4683579307353571,""AUD"":1.6258703202006553,""GBP"":0.6715693754685351}"
X5BaQdoYioo33gDjM4tB2,TRUE,GLOBALPAY,evt_1EHFxfwUcp0BDVhnzH2ZRfQ,2019-05-21T14:24:00.000Z,DECLINED,FALSE,125955.02,MX,MXN,"{""CAD"":1.365969385136403,""EUR"":0.7233046109208732,""MXN"":25.053179546338217,""USD"":1,""SGD"":1.4683579307353571,""AUD"":1.6258703202006553,""GBP"":0.6715693754685351}"
YP96q13fAH5wXbA3x8waw,TRUE,GLOBALPAY,evt_1E3ufJYq6uLAtnDCkWXn91c,2019-05-21T19:12:00.000Z,DECLINED,FALSE,126260.18,MX,MXN,"{""CAD"":1.365969385136403,""EUR"":0.7233046109208732,""MXN"":25.053179546338217,""USD"":1,""SGD"":1.4683579307353571,""AUD"":1.6258703202006553,""GBP"":0.6715693754685351}"
scqbifJlGWIty7-aLuxhj,TRUE,GLOBALPAY,evt_1ERyXjiyQlQtK7IM0LNWk-1,2019-05-21T00:00:00.000Z,ACCEPTED,FALSE,122959.27,UK,GBP,"{""CAD"":1.3696909336060554,""EUR"":0.7273366692017051,""MXN"":25.049694033747816,""USD"":1,""SGD"":1.4674630422146893,""AUD"":1.6216826625703487,""GBP"":0.6699774786574547}"
2bGDG02ZjFBB7z9qYLU9l,TRUE,GLOBALPAY,evt_1ELOWudNo_1qWyoMvmNy8iv,2019-05-21T04:48:00.000Z,ACCEPTED,FALSE,123586.25,UK,GBP,"{""CAD"":1.3696909336060554,""EUR"":0.7273366692017051,""MXN"":25.049694033747816,""USD"":1,""SGD"":1.4674630422146893,""AUD"":1.6216826625703487,""GBP"":0.6699774786574547}"
1aw90LyfcUt7OmHVL1LS7,TRUE,GLOBALPAY,evt_1EJnkPvT49n02LL7leZsPG2,2019-05-21T09:36:00.000Z,ACCEPTED,FALSE,124282.57,UK,GBP,"{""CAD"":1.3696909336060554,""EUR"":0.7273366692017051,""MXN"":25.049694033747816,""USD"":1,""SGD"":1.4674630422146893,""AUD"":1.6216826625703487,""GBP"":0.6699774786574547}"
Fb1Mn0bg2B_5qJn9dERCz,TRUE,GLOBALPAY,evt_1Ejr5wWrbfnunZxEhjA5Qv-,2019-05-21T14:24:00.000Z,ACCEPTED,FALSE,124106.25,UK,GBP,"{""CAD"":1.3696909336060554,""EUR"":0.7273366692017051,""MXN"":25.049694033747816,""USD"":1,""SGD"":1.4674630422146893,""AUD"":1.6216826625703487,""GBP"":0.6699774786574547}"
mh885tKxTpm8XgoSQ2zLe,TRUE,GLOBALPAY,evt_1EORQquxXy_5zE1lVP2dr6V,2019-05-21T19:12:00.000Z,ACCEPTED,FALSE,124379.5,UK,GBP,"{""CAD"":1.3696909336060554,""EUR"":0.7273366692017051,""MXN"":25.049694033747816,""USD"":1,""SGD"":1.4674630422146893,""AUD"":1.6216826625703487,""GBP"":0.6699774786574547}"
_9_pyoZGFtyiJJBxQ_dcv,TRUE,GLOBALPAY,evt_1EziE2ap28AKDMKCdjb0Zkg,2019-05-21T00:00:00.000Z,ACCEPTED,FALSE,138142.14,FR,EUR,"{""CAD"":1.366868647543378,""EUR"":0.7291923037038072,""MXN"":25.047198327480793,""USD"":1,""SGD"":1.4636273728981235,""AUD"":1.6229275312139162,""GBP"":0.6657396820750665}"
W9tB4cuZchnc0pExioNdt,TRUE,GLOBALPAY,evt_1EdHi-4mX_tuqmxtlVHchwS,2019-05-21T04:48:00.000Z,ACCEPTED,TRUE,138249.87,FR,EUR,"{""CAD"":1.366868647543378,""EUR"":0.7291923037038072,""MXN"":25.047198327480793,""USD"":1,""SGD"":1.4636273728981235,""AUD"":1.6229275312139162,""GBP"":0.6657396820750665}"
KhSOee8FjXPA7SOjL7yMO,TRUE,GLOBALPAY,evt_1Escefv8ZTSIjxTUKy3ClHz,2019-05-21T09:36:00.000Z,DECLINED,FALSE,138197.85,FR,EUR,"{""CAD"":1.366868647543378,""EUR"":0.7291923037038072,""MXN"":25.047198327480793,""USD"":1,""SGD"":1.4636273728981235,""AUD"":1.6229275312139162,""GBP"":0.6657396820750665}"
mxhQU91aYd3S3bbNHNdn9,TRUE,GLOBALPAY,evt_1EWJFD2_nzT0vuAeknSa40G,2019-05-21T14:24:00.000Z,DECLINED,FALSE,138030.65,FR,EUR,"{""CAD"":1.366868647543378,""EUR"":0.7291923037038072,""MXN"":25.047198327480793,""USD"":1,""SGD"":1.4636273728981235,""AUD"":1.6229275312139162,""GBP"":0.6657396820750665}"
uGcJMx_wev5DTi9b0Tftg,TRUE,GLOBALPAY,evt_1EYAcGDAZnrOlg_IXImLVab,2019-05-21T19:12:00.000Z,ACCEPTED,FALSE,138158.24,FR,EUR,"{""CAD"":1.366868647543378,""EUR"":0.7291923037038072,""MXN"":25.047198327480793,""USD"":1,""SGD"":1.4636273728981235,""AUD"":1.6229275312139162,""GBP"":0.6657396820750665}"
QTy9ns-FtfD2utpHr5HXr,TRUE,GLOBALPAY,evt_1EVHdfMGbkk--Rripb9Phf_,2019-05-21T00:00:00.000Z,ACCEPTED,FALSE,146003.1,CA,CAD,"{""CAD"":1.371310161211436,""EUR"":0.7250241574956737,""MXN"":25.05002499690484,""USD"":1,""SGD"":1.4591744443087562,""AUD"":1.6246029946835776,""GBP"":0.6635916700679657}"
8mJuAw_k1W5LZe-m-rpFW,TRUE,GLOBALPAY,evt_1EYNi1BeXcv1yucO5812DNG,2019-05-21T04:48:00.000Z,ACCEPTED,FALSE,146441.1,CA,CAD,"{""CAD"":1.371310161211436,""EUR"":0.7250241574956737,""MXN"":25.05002499690484,""USD"":1,""SGD"":1.4591744443087562,""AUD"":1.6246029946835776,""GBP"":0.6635916700679657}"
CvVVxYQDAQenXBone5Rh_,TRUE,GLOBALPAY,evt_1EGA7lo8HOdbC7CB7_1qzTc,2019-05-21T09:36:00.000Z,ACCEPTED,FALSE,147020.44,CA,CAD,"{""CAD"":1.371310161211436,""EUR"":0.7250241574956737,""MXN"":25.05002499690484,""USD"":1,""SGD"":1.4591744443087562,""AUD"":1.6246029946835776,""GBP"":0.6635916700679657}"
F7WXHrv98tb1Tuc75MQWy,TRUE,GLOBALPAY,evt_1Ehxp4lPhzAhJa-eCprkkJY,2019-05-21T14:24:00.000Z,ACCEPTED,FALSE,147058.87,CA,CAD,"{""CAD"":1.371310161211436,""EUR"":0.7250241574956737,""MXN"":25.05002499690484,""USD"":1,""SGD"":1.4591744443087562,""AUD"":1.6246029946835776,""GBP"":0.6635916700679657}"
jB4pv37eper51ex_1m_qD,TRUE,GLOBALPAY,evt_1EElKSXojgH-zKOv-l6mxKt,2019-05-21T19:12:00.000Z,ACCEPTED,FALSE,147105.31,CA,CAD,"{""CAD"":1.371310161211436,""EUR"":0.7250241574956737,""MXN"":25.05002499690484,""USD"":1,""SGD"":1.4591744443087562,""AUD"":1.6246029946835776,""GBP"":0.6635916700679657}"
NvNHBozSrVFpkPW-i1x_I,TRUE,GLOBALPAY,evt_1EeIvA_U3xBq19ke24Itg9m,2019-05-21T00:00:00.000Z,DECLINED,FALSE,137121.26,AE,USD,"{""CAD"":1.3666972503117196,""EUR"":0.7275990585581897,""MXN"":25.04838829224253,""USD"":1,""SGD"":1.4574295508894353,""AUD"":1.6271389873651105,""GBP"":0.6656898848714088}"
duqfiMkXwsdrT7cQhaXKz,TRUE,GLOBALPAY,evt_1EuLnqbRGWEkisSr3IrOHFn,2019-05-21T04:48:00.000Z,ACCEPTED,FALSE,137458.83,AE,USD,"{""CAD"":1.3666972503117196,""EUR"":0.7275990585581897,""MXN"":25.04838829224253,""USD"":1,""SGD"":1.4574295508894353,""AUD"":1.6271389873651105,""GBP"":0.6656898848714088}"
PJFjr83qCPFMxnAokKSis,TRUE,GLOBALPAY,evt_1EjgnUAbJLdG3_ZuZ-gEFjC,2019-05-21T09:36:00.000Z,ACCEPTED,FALSE,137461.89,AE,USD,"{""CAD"":1.3666972503117196,""EUR"":0.7275990585581897,""MXN"":25.04838829224253,""USD"":1,""SGD"":1.4574295508894353,""AUD"":1.6271389873651105,""GBP"":0.6656898848714088}"
nzRo0xyYlHCOw2JjMN0fK,TRUE,GLOBALPAY,evt_1ES4iaOM1qIEFS1luzQr4ZU,2019-05-21T14:24:00.000Z,ACCEPTED,FALSE,137917.61,AE,USD,"{""CAD"":1.3666972503117196,""EUR"":0.7275990585581897,""MXN"":25.04838829224253,""USD"":1,""SGD"":1.4574295508894353,""AUD"":1.6271389873651105,""GBP"":0.6656898848714088}"
ZpUhoHpRAvFGLR02V8VVo,TRUE,GLOBALPAY,evt_1EgywUD3A2ZNH-mDARdz1RK,2019-05-21T19:12:00.000Z,DECLINED,FALSE,138505.91,AE,USD,"{""CAD"":1.3666972503117196,""EUR"":0.7275990585581897,""MXN"":25.04838829224253,""USD"":1,""SGD"":1.4574295508894353,""AUD"":1.6271389873651105,""GBP"":0.6656898848714088}"
5rtPxcZ5b2Xw4iSwJS50I,TRUE,GLOBALPAY,evt_1EgCF51_Cl2XZH1QN2ET1DS,2019-05-22T00:00:00.000Z,DECLINED,FALSE,138470.7,US,USD,"{""CAD"":1.3694060653989346,""EUR"":0.7256611034262621,""MXN"":25.04811446725541,""USD"":1,""SGD"":1.4576841387763226,""AUD"":1.630812763057576,""GBP"":0.6640390842279618}"
BdndjFOKI-Aq3e1GhuyQh,TRUE,GLOBALPAY,evt_1EYrg1UOQHusrazRr0KJNAi,2019-05-22T04:48:00.000Z,ACCEPTED,FALSE,139106.5,US,USD,"{""CAD"":1.3694060653989346,""EUR"":0.7256611034262621,""MXN"":25.04811446725541,""USD"":1,""SGD"":1.4576841387763226,""AUD"":1.630812763057576,""GBP"":0.6640390842279618}"
3jWPKhoOmC5O_0INvqMdl,TRUE,GLOBALPAY,evt_1ErHF2HWFwSnx6E2mY-7B9D,2019-05-22T09:36:00.000Z,ACCEPTED,FALSE,139452.32,US,USD,"{""CAD"":1.3694060653989346,""EUR"":0.7256611034262621,""MXN"":25.04811446725541,""USD"":1,""SGD"":1.4576841387763226,""AUD"":1.630812763057576,""GBP"":0.6640390842279618}"
PLf6-MjCOUu9iVb9K-4JP,TRUE,GLOBALPAY,evt_1Elr9sg7x6XDZmWgOCMz9z_,2019-05-22T14:24:00.000Z,ACCEPTED,FALSE,139668.28,US,USD,"{""CAD"":1.3694060653989346,""EUR"":0.7256611034262621,""MXN"":25.04811446725541,""USD"":1,""SGD"":1.4576841387763226,""AUD"":1.630812763057576,""GBP"":0.6640390842279618}"
alfUZ9ndHd4i6HVVZaaPj,TRUE,GLOBALPAY,evt_1E6CGQHH7ICGcoJOhq3Kg0N,2019-05-22T19:12:00.000Z,ACCEPTED,FALSE,140110.02,US,USD,"{""CAD"":1.3694060653989346,""EUR"":0.7256611034262621,""MXN"":25.04811446725541,""USD"":1,""SGD"":1.4576841387763226,""AUD"":1.630812763057576,""GBP"":0.6640390842279618}"
25ze_zb3IEGI-wz3HrlbJ,TRUE,GLOBALPAY,evt_1EZcWKiiVrHSc3MYWUR9qGG,2019-05-22T00:00:00.000Z,DECLINED,FALSE,126025.93,MX,MXN,"{""CAD"":1.371644809428703,""EUR"":0.7263539723531517,""MXN"":25.05270919723272,""USD"":1,""SGD"":1.462217223998208,""AUD"":1.6271817602155323,""GBP"":0.6670923449810365}"
mkaSypiBjPQ6A7lSZfxar,TRUE,GLOBALPAY,evt_1E0mMRZP6ynJxz3Uhar-0Yw,2019-05-22T04:48:00.000Z,ACCEPTED,FALSE,126547.06,MX,MXN,"{""CAD"":1.371644809428703,""EUR"":0.7263539723531517,""MXN"":25.05270919723272,""USD"":1,""SGD"":1.462217223998208,""AUD"":1.6271817602155323,""GBP"":0.6670923449810365}"
V_YAsGVlEv2OtIjk-ersz,TRUE,GLOBALPAY,evt_1EX8hCkA_JRiukcFiI_xo8m,2019-05-22T09:36:00.000Z,ACCEPTED,FALSE,126586.6,MX,MXN,"{""CAD"":1.371644809428703,""EUR"":0.7263539723531517,""MXN"":25.05270919723272,""USD"":1,""SGD"":1.462217223998208,""AUD"":1.6271817602155323,""GBP"":0.6670923449810365}"
19lw08qxYv9IDhGLdLqTo,TRUE,GLOBALPAY,evt_1EA3i9VBzVzJ56_-dbGgNfy,2019-05-22T14:24:00.000Z,ACCEPTED,FALSE,126530.66,MX,MXN,"{""CAD"":1.371644809428703,""EUR"":0.7263539723531517,""MXN"":25.05270919723272,""USD"":1,""SGD"":1.462217223998208,""AUD"":1.6271817602155323,""GBP"":0.6670923449810365}"
mmuJNazm2nrxK8rhF9yJA,TRUE,GLOBALPAY,evt_1EtyCfRbmn0vTNrwjAljBaB,2019-05-22T19:12:00.000Z,ACCEPTED,FALSE,126514,MX,MXN,"{""CAD"":1.371644809428703,""EUR"":0.7263539723531517,""MXN"":25.05270919723272,""USD"":1,""SGD"":1.462217223998208,""AUD"":1.6271817602155323,""GBP"":0.6670923449810365}"
o_m8VsijII91-TEhQLLzB,TRUE,GLOBALPAY,evt_1E0nIX3AfXzN8QqCE44Y-GD,2019-05-22T00:00:00.000Z,ACCEPTED,FALSE,124226.43,UK,GBP,"{""CAD"":1.372632666555958,""EUR"":0.7253739166818045,""MXN"":25.04880329399964,""USD"":1,""SGD"":1.4586732239444151,""AUD"":1.630146863083908,""GBP"":0.6666049919111332}"
1cig2wRt3yHMFMhVqvOre,TRUE,GLOBALPAY,evt_1EpHcT8Dq3xD1x9OQhWZsWx,2019-05-22T04:48:00.000Z,ACCEPTED,FALSE,124691.5,UK,GBP,"{""CAD"":1.372632666555958,""EUR"":0.7253739166818045,""MXN"":25.04880329399964,""USD"":1,""SGD"":1.4586732239444151,""AUD"":1.630146863083908,""GBP"":0.6666049919111332}"
l6tYBVoX8RATTnfvcK5YY,TRUE,GLOBALPAY,evt_1EcucRgeYUjry6qimxmZaAJ,2019-05-22T09:36:00.000Z,ACCEPTED,FALSE,125129.02,UK,GBP,"{""CAD"":1.372632666555958,""EUR"":0.7253739166818045,""MXN"":25.04880329399964,""USD"":1,""SGD"":1.4586732239444151,""AUD"":1.630146863083908,""GBP"":0.6666049919111332}"
HVRBZREvr64RxhgDw92BH,TRUE,GLOBALPAY,evt_1EmUGv9yLemcUUIi7Ug8zKK,2019-05-22T14:24:00.000Z,ACCEPTED,FALSE,124923,UK,GBP,"{""CAD"":1.372632666555958,""EUR"":0.7253739166818045,""MXN"":25.04880329399964,""USD"":1,""SGD"":1.4586732239444151,""AUD"":1.630146863083908,""GBP"":0.6666049919111332}"
f1eNz_rRYut2lmbSLZjaI,TRUE,GLOBALPAY,evt_1ExwHVKsBPpqIP3EEMk104n,2019-05-22T19:12:00.000Z,ACCEPTED,FALSE,125617.35,UK,GBP,"{""CAD"":1.372632666555958,""EUR"":0.7253739166818045,""MXN"":25.04880329399964,""USD"":1,""SGD"":1.4586732239444151,""AUD"":1.630146863083908,""GBP"":0.6666049919111332}"
wDjsNrp89o-TxaaLAvZ8S,TRUE,GLOBALPAY,evt_1E9I9sNN6uqWZbZx_2Mrt0M,2019-05-22T00:00:00.000Z,ACCEPTED,FALSE,138484.91,FR,EUR,"{""CAD"":1.3723728146266265,""EUR"":0.7270828047041288,""MXN"":25.0464517650774,""USD"":1,""SGD"":1.4599568750975376,""AUD"":1.6302079725982306,""GBP"":0.6622561430853675}"
iDMFlao3ZJvswHSrvp3JC,TRUE,GLOBALPAY,evt_1EkwPytKFV-NE0wPeoMZYJj,2019-05-22T04:48:00.000Z,ACCEPTED,FALSE,138283.65,FR,EUR,"{""CAD"":1.3723728146266265,""EUR"":0.7270828047041288,""MXN"":25.0464517650774,""USD"":1,""SGD"":1.4599568750975376,""AUD"":1.6302079725982306,""GBP"":0.6622561430853675}"
_hNGYDZcRx8AUCCPYXRNA,TRUE,GLOBALPAY,evt_1EpPSW7T22tF1dZmFjurZTw,2019-05-22T09:36:00.000Z,ACCEPTED,FALSE,138653.48,FR,EUR,"{""CAD"":1.3723728146266265,""EUR"":0.7270828047041288,""MXN"":25.0464517650774,""USD"":1,""SGD"":1.4599568750975376,""AUD"":1.6302079725982306,""GBP"":0.6622561430853675}"
af8ApTjytHuJyCiVKrzKd,TRUE,GLOBALPAY,evt_1E_VMC1R8DNv9xLi3Rny7Dt,2019-05-22T14:24:00.000Z,DECLINED,FALSE,139347.38,FR,EUR,"{""CAD"":1.3723728146266265,""EUR"":0.7270828047041288,""MXN"":25.0464517650774,""USD"":1,""SGD"":1.4599568750975376,""AUD"":1.6302079725982306,""GBP"":0.6622561430853675}"
akliH4LuqSioMjB0_zNo_,TRUE,GLOBALPAY,evt_1EqvzIWPdfGduGHZzstEmqh,2019-05-22T19:12:00.000Z,ACCEPTED,FALSE,139331.82,FR,EUR,"{""CAD"":1.3723728146266265,""EUR"":0.7270828047041288,""MXN"":25.0464517650774,""USD"":1,""SGD"":1.4599568750975376,""AUD"":1.6302079725982306,""GBP"":0.6622561430853675}"
bL0HMKrRRvUT0CIqK6fCZ,TRUE,GLOBALPAY,evt_1Ed_gYzw3dB4i4zfl7hcgZk,2019-05-22T00:00:00.000Z,ACCEPTED,FALSE,147658.06,CA,CAD,"{""CAD"":1.3673756639114525,""EUR"":0.7231809801481748,""MXN"":25.04354877469165,""USD"":1,""SGD"":1.4555313488453638,""AUD"":1.630101909453333,""GBP"":0.6629574833827555}"
YnsZr7ted2Ueh8UjP_jdg,TRUE,GLOBALPAY,evt_1EXVyrc4RHfAHQR4EmExwcO,2019-05-22T04:48:00.000Z,ACCEPTED,FALSE,147554.95,CA,CAD,"{""CAD"":1.3673756639114525,""EUR"":0.7231809801481748,""MXN"":25.04354877469165,""USD"":1,""SGD"":1.4555313488453638,""AUD"":1.630101909453333,""GBP"":0.6629574833827555}"
06URPgorAfHAjitpcfrWt,TRUE,GLOBALPAY,evt_1EeB2_T-DmQ187FvNBrz7K1,2019-05-22T09:36:00.000Z,ACCEPTED,FALSE,147919.7,CA,CAD,"{""CAD"":1.3673756639114525,""EUR"":0.7231809801481748,""MXN"":25.04354877469165,""USD"":1,""SGD"":1.4555313488453638,""AUD"":1.630101909453333,""GBP"":0.6629574833827555}"
MTcwuzjbfuWhQkDePr3Wj,TRUE,GLOBALPAY,evt_1EOFtDRelsAIz_h9B9jCFyR,2019-05-22T14:24:00.000Z,ACCEPTED,FALSE,147925.28,CA,CAD,"{""CAD"":1.3673756639114525,""EUR"":0.7231809801481748,""MXN"":25.04354877469165,""USD"":1,""SGD"":1.4555313488453638,""AUD"":1.630101909453333,""GBP"":0.6629574833827555}"
Fy5yKFGV1h5kUKDkc0u2L,TRUE,GLOBALPAY,evt_1EHctsWw-P6d9Bf_dnNYtei,2019-05-22T19:12:00.000Z,ACCEPTED,FALSE,147988.99,CA,CAD,"{""CAD"":1.3673756639114525,""EUR"":0.7231809801481748,""MXN"":25.04354877469165,""USD"":1,""SGD"":1.4555313488453638,""AUD"":1.630101909453333,""GBP"":0.6629574833827555}"
7Kq0JpxF3qnVZlaDqZVS7,TRUE,GLOBALPAY,evt_1EbLdFqkcjV_QI0TYNVI4Tq,2019-05-22T00:00:00.000Z,ACCEPTED,FALSE,138966.89,AE,USD,"{""CAD"":1.3722747922550653,""EUR"":0.7220292321603741,""MXN"":25.040899468203282,""USD"":1,""SGD"":1.4550486537071157,""AUD"":1.6337157820975885,""GBP"":0.6618030127030914}"
7MCM7VssZ7cm7gtID9lgL,TRUE,GLOBALPAY,evt_1E5hZWKC5CP_QTE9UUxaDuq,2019-05-22T04:48:00.000Z,DECLINED,FALSE,139314.69,AE,USD,"{""CAD"":1.3722747922550653,""EUR"":0.7220292321603741,""MXN"":25.040899468203282,""USD"":1,""SGD"":1.4550486537071157,""AUD"":1.6337157820975885,""GBP"":0.6618030127030914}"
-zHxptYTBNscRL0E1RuGe,TRUE,GLOBALPAY,evt_1Exq5vJOeoEEOy5yNwE2u7R,2019-05-22T09:36:00.000Z,ACCEPTED,FALSE,139451.31,AE,USD,"{""CAD"":1.3722747922550653,""EUR"":0.7220292321603741,""MXN"":25.040899468203282,""USD"":1,""SGD"":1.4550486537071157,""AUD"":1.6337157820975885,""GBP"":0.6618030127030914}"
IAE4o-ZWbeaYvZLn8X2_9,TRUE,GLOBALPAY,evt_1EHLhtgbNF4btlIZR1EzhKR,2019-05-22T14:24:00.000Z,DECLINED,FALSE,139887.04,AE,USD,"{""CAD"":1.3722747922550653,""EUR"":0.7220292321603741,""MXN"":25.040899468203282,""USD"":1,""SGD"":1.4550486537071157,""AUD"":1.6337157820975885,""GBP"":0.6618030127030914}"
j5Vj9CzOjpPV7s2hUeUlN,TRUE,GLOBALPAY,evt_1EKo8iCWDGHTX_I-JnBI97k,2019-05-22T19:12:00.000Z,ACCEPTED,FALSE,140172.64,AE,USD,"{""CAD"":1.3722747922550653,""EUR"":0.7220292321603741,""MXN"":25.040899468203282,""USD"":1,""SGD"":1.4550486537071157,""AUD"":1.6337157820975885,""GBP"":0.6618030127030914}"
rbLFyV8iHh2r310i6Zf-W,TRUE,GLOBALPAY,evt_1EEiHCi-J8x11SqgVqtMjl4,2019-05-23T00:00:00.000Z,ACCEPTED,FALSE,140039.84,US,USD,"{""CAD"":1.370812680980514,""EUR"":0.7244492706785575,""MXN"":25.036062218552125,""USD"":1,""SGD"":1.4540084941067433,""AUD"":1.6327888160957225,""GBP"":0.6610778630439275}"
6il4rViikC0cr36HYmqSo,TRUE,GLOBALPAY,evt_1EQTVFORupSUKYtCmLGdyIP,2019-05-23T04:48:00.000Z,ACCEPTED,FALSE,140624.78,US,USD,"{""CAD"":1.370812680980514,""EUR"":0.7244492706785575,""MXN"":25.036062218552125,""USD"":1,""SGD"":1.4540084941067433,""AUD"":1.6327888160957225,""GBP"":0.6610778630439275}"
3JvUSLmJZxwfw4j4y-aq8,TRUE,GLOBALPAY,evt_1EZwwefTHyqNi6uX2Zty_J1,2019-05-23T09:36:00.000Z,ACCEPTED,FALSE,140941.48,US,USD,"{""CAD"":1.370812680980514,""EUR"":0.7244492706785575,""MXN"":25.036062218552125,""USD"":1,""SGD"":1.4540084941067433,""AUD"":1.6327888160957225,""GBP"":0.6610778630439275}"
FeiDSIKQ0134my_Vv8rIQ,TRUE,GLOBALPAY,evt_1EcgQMjsQ3kkEzN6L8bi7wT,2019-05-23T14:24:00.000Z,ACCEPTED,FALSE,141119.97,US,USD,"{""CAD"":1.370812680980514,""EUR"":0.7244492706785575,""MXN"":25.036062218552125,""USD"":1,""SGD"":1.4540084941067433,""AUD"":1.6327888160957225,""GBP"":0.6610778630439275}"
yOkAbRZCUUO_pQ_HR-q9G,TRUE,GLOBALPAY,evt_1EfdSeeqJsC_erjXfURRJyz,2019-05-23T19:12:00.000Z,ACCEPTED,FALSE,141007.57,US,USD,"{""CAD"":1.370812680980514,""EUR"":0.7244492706785575,""MXN"":25.036062218552125,""USD"":1,""SGD"":1.4540084941067433,""AUD"":1.6327888160957225,""GBP"":0.6610778630439275}"
-LREGMKC-exRPP4Ra0wW2,TRUE,GLOBALPAY,evt_1E9Lu7O_aFWwDbwYP7wn0Vx,2019-05-23T00:00:00.000Z,ACCEPTED,FALSE,126874.31,MX,MXN,"{""CAD"":1.374960878674309,""EUR"":0.7203681046537674,""MXN"":25.038097668638528,""USD"":1,""SGD"":1.4564592464800339,""AUD"":1.633081276026193,""GBP"":0.6653099857445295}"
rkOpsbeMAZU6gDWsGdWos,TRUE,GLOBALPAY,evt_1EDAjtySkxiQJSoubWOBZtR,2019-05-23T04:48:00.000Z,ACCEPTED,FALSE,127376.48,MX,MXN,"{""CAD"":1.374960878674309,""EUR"":0.7203681046537674,""MXN"":25.038097668638528,""USD"":1,""SGD"":1.4564592464800339,""AUD"":1.633081276026193,""GBP"":0.6653099857445295}"
_G5i3ahRBvttlAyukzPtG,TRUE,GLOBALPAY,evt_1EoTq-SjC8zoBdp7Yk7T4JN,2019-05-23T09:36:00.000Z,ACCEPTED,FALSE,127417.84,MX,MXN,"{""CAD"":1.374960878674309,""EUR"":0.7203681046537674,""MXN"":25.038097668638528,""USD"":1,""SGD"":1.4564592464800339,""AUD"":1.633081276026193,""GBP"":0.6653099857445295}"
V3-WAER55OWRybxLXRiDt,TRUE,GLOBALPAY,evt_1EWcbU_OTTFRoPHzvCf_1UW,2019-05-23T14:24:00.000Z,DECLINED,FALSE,127701.36,MX,MXN,"{""CAD"":1.374960878674309,""EUR"":0.7203681046537674,""MXN"":25.038097668638528,""USD"":1,""SGD"":1.4564592464800339,""AUD"":1.633081276026193,""GBP"":0.6653099857445295}"
JjqdPQU5xlMppr3tBBU7f,TRUE,GLOBALPAY,evt_1ENlQlv932RwIHLwV2LB4ou,2019-05-23T19:12:00.000Z,ACCEPTED,FALSE,127609.45,MX,MXN,"{""CAD"":1.374960878674309,""EUR"":0.7203681046537674,""MXN"":25.038097668638528,""USD"":1,""SGD"":1.4564592464800339,""AUD"":1.633081276026193,""GBP"":0.6653099857445295}"
XVWaCUHh2CxNMRXT-fdHu,TRUE,GLOBALPAY,evt_1EOl2rB3l9ejP-5T5zY7ADK,2019-05-23T00:00:00.000Z,ACCEPTED,FALSE,125350.7,UK,GBP,"{""CAD"":1.3736681334570988,""EUR"":0.7184580167624723,""MXN"":25.03836957381036,""USD"":1,""SGD"":1.4547328498572267,""AUD"":1.632082669317196,""GBP"":0.6652535867899577}"
zX-YfbY8zIKJuO8VY18jx,TRUE,GLOBALPAY,evt_1ERcGk6i-PfQ1SJtuFkF9fm,2019-05-23T04:48:00.000Z,ACCEPTED,FALSE,125355.05,UK,GBP,"{""CAD"":1.3736681334570988,""EUR"":0.7184580167624723,""MXN"":25.03836957381036,""USD"":1,""SGD"":1.4547328498572267,""AUD"":1.632082669317196,""GBP"":0.6652535867899577}"
Fwxdz_MuWet1FjJq-QkLH,TRUE,GLOBALPAY,evt_1EPLheuNwXlxY1Reeo-00I-,2019-05-23T09:36:00.000Z,ACCEPTED,FALSE,125074.89,UK,GBP,"{""CAD"":1.3736681334570988,""EUR"":0.7184580167624723,""MXN"":25.03836957381036,""USD"":1,""SGD"":1.4547328498572267,""AUD"":1.632082669317196,""GBP"":0.6652535867899577}"
FUti_3n0MrYbNSht2TFtJ,TRUE,GLOBALPAY,evt_1E6RSo_BTb1B-hezrS-skmg,2019-05-23T14:24:00.000Z,DECLINED,FALSE,125008.57,UK,GBP,"{""CAD"":1.3736681334570988,""EUR"":0.7184580167624723,""MXN"":25.03836957381036,""USD"":1,""SGD"":1.4547328498572267,""AUD"":1.632082669317196,""GBP"":0.6652535867899577}"
